ticket_id,std_type,district,subdistrict,province_clean,urgency,comment,comment_length,day_of_week,hour_of_day,day,month,year,lng,lat,SLA_days,breach,temp_high,temp_low,humidity_high,humidity_low,pressure_high,pressure_low,comment_clean,rule_risk_score_raw,rule_risk_reason,rule_risk_level
2024-P2ZLP8,lighting,หนองแขม,หนองค้างพลู,กรุงเทพมหานคร,high,ไฟเกาะกลางถนน หน้าซอยพุทธมณฑลสาย3ซอย1 ดับทั้ง2ฝั่ง อีกแล้ว,58,1,11,17,12,2024,100.36404,13.71534,73.68319893052893,0,34.0,19.0,94.0,35.0,1018.0,1006.0,ไฟเกาะกลางถนน หน้าซอยพุทธมณฑลสาย3ซอย1 ดับทั้ง2ฝั่ง อีกแล้ว,2.5,"ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา lighting เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น ดับ, ถนน)",low
2024-KAZQFC,lighting,บางกอกน้อย,บางขุนนนท์,กรุงเทพมหานคร,high,ไฟฟ้าทางเข้าซอยบ้านขุนนนท์29 ยังไม่สว่าง ขอให้มาติดตั้งไฟฟ้าให้ส่องสว่างด้วยนะค่ะ,81,4,12,19,4,2024,100.46627,13.7743,73.68319893052893,1,41.0,28.0,89.0,19.0,1012.0,1002.0,ไฟฟ้าทางเข้าซอยบ้านขุนนนท์29 ยังไม่สว่าง ขอให้มาติดตั้งไฟฟ้าให้ส่องสว่างด้วยนะค่ะ,1.8,ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา lighting เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย),low
2024-FBTVAA,flood,ทวีวัฒนา,ทวีวัฒนา,กรุงเทพมหานคร,high,บริเวณทางแยกถนนกาญจนาภิเษก ทางขนาน (ฝั่งมุ่งหน้าไปบางแค)เข้าสู่ถนนพรานนก-พุทธมณฑลสาย 4   พบว่ามีขอบฝาท่อระบายน้ำที่ทำใหม่แตกชำรุด ทำให้เกิดความสูงระหว่างถนนกับฝาท่อ รบกวนแก้ไข  เนื่องจากรถทางใช้เยอะ ช่วงล่างเสียหาย และชลอตัวจุดนี้ทุกวัน,236,3,2,4,4,2024,100.40629,13.75676,11.670945969684022,1,41.0,28.0,89.0,19.0,1012.0,1002.0,บริเวณทางแยกถนนกาญจนาภิเษก ทางขนาน (ฝั่งมุ่งหน้าไปบางแค)เข้าสู่ถนนพรานนก-พุทธมณฑลสาย 4 พบว่ามีขอบฝาท่อระบายน้ำที่ทำใหม่แตกชำรุด ทำให้เกิดความสูงระหว่างถนนกับฝาท่อ รบกวนแก้ไข เนื่องจากรถทางใช้เยอะ ช่วงล่างเสียหาย และชลอตัวจุดนี้ทุกวัน,3.1000000000000005,"ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา flood เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | แจ้งในช่วงกลางคืน/เช้ามืด (hour=2) → มีโอกาสจัดการได้ช้ากว่าช่วงกลางวัน | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น ถนน,  4 ) | คำอธิบายยาว (length=236) → มีโอกาสเป็นเคสซับซ้อน",medium
2024-BPW4YV,road,คันนายาว,รามอินทรา,กรุงเทพมหานคร,high,"รถจอดบนถนน สาธารณะ บริเวณซอยรามอินทรา 83 แขวงรามอินทรา เขตคันนายาว กทม. 

มีการจอดรถบนถนน ซอยรามอินทรา 83,85 จอดสลับฟันปลากัน จอดตลอดทั้งซอย รถก็ติด เสี่ยงเกิดอุบัติเหตุมาก อันตรายมากๆเลยครับ กลางคืนรถขับกันเร็วไม่พอ คนเดินเท้าต้องคอยหลบรถคันข้างหลัง และเลนตรงข้าม เพราะมีรถจอด เป็นปัญหามานานมาก ถนนสองเลน จอดรถ 1 เลน ยิ่งช่วงเวลาทำการรถวิ่งได้แค่เลนเดียว",355,3,15,4,7,2024,100.66877,13.83544,12.46195016349537,0,36.0,24.0,100.0,47.0,1012.0,1001.0,"รถจอดบนถนน สาธารณะ บริเวณซอยรามอินทรา 83 แขวงรามอินทรา เขตคันนายาว กทม. มีการจอดรถบนถนน ซอยรามอินทรา 83,85 จอดสลับฟันปลากัน จอดตลอดทั้งซอย รถก็ติด เสี่ยงเกิดอุบัติเหตุมาก อันตรายมากๆเลยครับ กลางคืนรถขับกันเร็วไม่พอ คนเดินเท้าต้องคอยหลบรถคันข้างหลัง และเลนตรงข้าม เพราะมีรถจอด เป็นปัญหามานานมาก ถนนสองเลน จอดรถ 1 เลน ยิ่งช่วงเวลาทำการรถวิ่งได้แค่เลนเดียว",3.3,"ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา road เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น ถนน, นทร) | คำอธิบายยาวมาก (length=355) → มักเป็นเคสซับซ้อน/ร้องเรียนหลายประเด็น → เสี่ยง breach สูง | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า",high
2024-EZGAWV,road,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,high,จอดรถบนถนนกีดขวางจราจร,22,2,12,31,1,2024,100.73337,13.81076,12.46195016349537,0,35.0,23.0,94.0,28.0,1020.0,1008.0,จอดรถบนถนนกีดขวางจราจร,2.5,ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา road เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น ถนน),low
2024-HEP7HA,lighting,คันนายาว,รามอินทรา,กรุงเทพมหานคร,high,มีกล่องอุปกรณ์ไฟฟ้าหล่นติดค้างบนสายไฟฟ้า มีสายไฟห้อยลงมา,56,1,13,26,11,2024,100.65973,13.84029,73.68319893052893,0,35.0,21.0,100.0,41.0,1016.0,1006.0,มีกล่องอุปกรณ์ไฟฟ้าหล่นติดค้างบนสายไฟฟ้า มีสายไฟห้อยลงมา,2.1,ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา lighting เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า,low
2024-LA8XEK,road,ธนบุรี,บุคคโล,กรุงเทพมหานคร,high,รบกวนกวดขันรถที่ขึ้นมาจอดมาจับขี่บนทางเท้าเช่น ช่วงแยกมไหสวรรค์-หน้าโรงพยาบาลสมเด็จพระปิ่นเกล้า  ภาพนี้พบเห็นเมื่อ 3 ก.ค. 67,124,2,2,3,7,2024,100.48701,13.70908,12.46195016349537,0,36.0,24.0,100.0,47.0,1012.0,1001.0,รบกวนกวดขันรถที่ขึ้นมาจอดมาจับขี่บนทางเท้าเช่น ช่วงแยกมไหสวรรค์-หน้าโรงพยาบาลสมเด็จพระปิ่นเกล้า ภาพนี้พบเห็นเมื่อ 3 ก.ค. 67,3.5,ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา road เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | แจ้งในช่วงกลางคืน/เช้ามืด (hour=2) + หมวด road → อาจกระทบความปลอดภัยมาก | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น แยก) | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า,high
2024-NAAAD2,road,คลองสาน,คลองต้นไทร,กรุงเทพมหานคร,high,ต้นไม้หน้าร้าน เฝอหม้อไฟ กิ่งก้านปกคลุมบนสะพานลอย ทำให้ใช้สะพานลอยลำบากมากๆค่ะ,78,4,2,16,8,2024,100.49699,13.72156,12.46195016349537,0,36.0,24.0,100.0,44.0,1012.0,1002.0,ต้นไม้หน้าร้าน เฝอหม้อไฟ กิ่งก้านปกคลุมบนสะพานลอย ทำให้ใช้สะพานลอยลำบากมากๆค่ะ,3.5,ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา road เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | แจ้งในช่วงกลางคืน/เช้ามืด (hour=2) + หมวด road → อาจกระทบความปลอดภัยมาก | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น นสะ) | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า,high
2024-72U8GA,road,สายไหม,คลองถนน,กรุงเทพมหานคร,high,จอดรถบนถนน ป้ายห้ามจอดยกเว้นเสาร์-อาทิตย์ หรอคะ,47,6,7,20,10,2024,100.60963,13.88905,12.46195016349537,0,35.0,23.0,100.0,49.0,1014.0,1002.0,จอดรถบนถนน ป้ายห้ามจอดยกเว้นเสาร์-อาทิตย์ หรอคะ,3.0,ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา road เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | แจ้งช่วงเช้า (hour=7) ซึ่งเป็นช่วงงานล้นของหน่วยงาน → มีโอกาส delay เล็กน้อย | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น ถนน) | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า,medium
2024-8XRLPB,canal,บางแค,บางแคเหนือ,กรุงเทพมหานคร,mid,แจ้งมีผู้ฝ่าฝืนขับขี่จักรยานยนต์บนทางเท้า โดยขับไปและกลับจากทางคลองราชมนตรี และตึกไอทีแกรนด์ ตรงมายังซอยเพชรเกษม 62/1 และจากซอยเพชรเกษม 62/1 ตรงไปทาง MRT บางแค,159,6,4,21,1,2024,100.42464,13.71223,32.95179462729631,0,35.0,23.0,94.0,28.0,1020.0,1008.0,แจ้งมีผู้ฝ่าฝืนขับขี่จักรยานยนต์บนทางเท้า โดยขับไปและกลับจากทางคลองราชมนตรี และตึกไอทีแกรนด์ ตรงมายังซอยเพชรเกษม 62/1 และจากซอยเพชรเกษม 62/1 ตรงไปทาง MRT บางแค,2.2,"ระดับความเร่งด่วน = MID → มีโอกาส breach ปานกลาง | หมวดปัญหา canal เป็นหมวดเสี่ยงกลางๆ → เสี่ยงปานกลาง | แจ้งในช่วงกลางคืน/เช้ามืด (hour=4) → มีโอกาสจัดการได้ช้ากว่าช่วงกลางวัน | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น เพช, พชร) | คำอธิบายยาว (length=159) → มีโอกาสเป็นเคสซับซ้อน",low
2024-36QBHH,unknown,ประเวศ,ประเวศ,กรุงเทพมหานคร,low,พื้นปูนมีเหล็กยื่นออกมา,23,0,5,26,8,2024,100.68161,13.72382,90.06795582402778,0,36.0,24.0,100.0,44.0,1012.0,1002.0,พื้นปูนมีเหล็กยื่นออกมา,1.4000000000000001,ระดับความเร่งด่วน = LOW → ความเสี่ยงโดยพื้นฐานไม่สูงมาก | หมวดปัญหา unknown อยู่ในกลุ่มความเสี่ยงต่ำกว่า | แจ้งในช่วงกลางคืน/เช้ามืด (hour=5) → มีโอกาสจัดการได้ช้ากว่าช่วงกลางวัน | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น ปูน) | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า,low
WBRP7V,road,บางคอแหลม,บางโคล่,กรุงเทพมหานคร,high,"ปัญหา: ภายในซอยแยกดังกล่าว บริเวณโค้งหน้าหมู่บ้าน GRANDITY2 พบไม้แผ่กิ่งก้านบดบังดวงไฟฟ้าส่องสว่างทาง (เสาต้นที่ ว3) ทำให้บริเวณดังกล่าวมืดมาก สร้างความเดือดร้อนให้กับผู้ที่สัญจรผ่านไป-มา ขอให้เจ้าหน้าที่ที่เกี่ยวข้องดำเนินการตรวจสอบและแก้ไขด้วย
ซอย: จันทน์ 43 แยก 26-1-1
ถนน: จันทน์ 
เขต: บางคอแหลม
#1555",306,5,22,15,6,2024,100.52638,13.69643,12.46195016349537,0,36.0,25.0,94.0,44.0,1012.0,1001.0,ปัญหา: ภายในซอยแยกดังกล่าว บริเวณโค้งหน้าหมู่บ้าน GRANDITY2 พบไม้แผ่กิ่งก้านบดบังดวงไฟฟ้าส่องสว่างทาง (เสาต้นที่ ว3) ทำให้บริเวณดังกล่าวมืดมาก สร้างความเดือดร้อนให้กับผู้ที่สัญจรผ่านไป-มา ขอให้เจ้าหน้าที่ที่เกี่ยวข้องดำเนินการตรวจสอบและแก้ไขด้วย ซอย: จันทน์ 43 แยก 26-1-1 ถนน: จันทน์ เขต: บางคอแหลม #1555,3.7,"ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา road เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | แจ้งในช่วงกลางคืน/เช้ามืด (hour=22) + หมวด road → อาจกระทบความปลอดภัยมาก | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น ถนน, ดวง) | คำอธิบายยาวมาก (length=306) → มักเป็นเคสซับซ้อน/ร้องเรียนหลายประเด็น → เสี่ยง breach สูง",high
2024-ELHECY,cleaning,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,mid,ที่ดินว่างข้าง รร.อินเตอร์คิดส์ มีการทิ้งขยะ ในพื้นที่ว่างเปล่า จากเดิมไม่มี แต่เนื่องจากเจ้าของที่ดินต้องการทำทางให้รถลงไปในที่ดินเลยใช้วิธีนำจยะมาถมเป็นทางลงไป ตั้งแต่นั้นมาก็มีคนนำขยะมาทิ้งบ่อยครั้ง,201,4,7,19,1,2024,100.74543,13.82353,11.866649166648148,1,35.0,23.0,94.0,28.0,1020.0,1008.0,ที่ดินว่างข้าง รร.อินเตอร์คิดส์ มีการทิ้งขยะ ในพื้นที่ว่างเปล่า จากเดิมไม่มี แต่เนื่องจากเจ้าของที่ดินต้องการทำทางให้รถลงไปในที่ดินเลยใช้วิธีนำจยะมาถมเป็นทางลงไป ตั้งแต่นั้นมาก็มีคนนำขยะมาทิ้งบ่อยครั้ง,2.0,"ระดับความเร่งด่วน = MID → มีโอกาส breach ปานกลาง | หมวดปัญหา cleaning เป็นหมวดเสี่ยงกลางๆ → เสี่ยงปานกลาง | แจ้งช่วงเช้า (hour=7) ซึ่งเป็นช่วงงานล้นของหน่วยงาน → มีโอกาส delay เล็กน้อย | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น  ตั,  จา) | คำอธิบายยาว (length=201) → มีโอกาสเป็นเคสซับซ้อน",low
2024-CZXWF8,lighting,บางกะปิ,หัวหมาก,กรุงเทพมหานคร,high,เสาไฟก.3หลับสนิทมาเป็นเดือนแล้วครับส่วนเสาไฟกเวลาฝนตกกะลมแรงไฟก็จะดับ 1,71,3,13,19,9,2024,100.62357,13.74786,73.68319893052893,0,35.0,24.0,100.0,47.0,1013.0,999.0,เสาไฟก.3หลับสนิทมาเป็นเดือนแล้วครับส่วนเสาไฟกเวลาฝนตกกะลมแรงไฟก็จะดับ 1,2.8,ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา lighting เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น ดับ) | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า,medium
2024-LNTZ6R,unknown,จตุจักร,เสนานิคม,กรุงเทพมหานคร,low,หัวกดน้ำร้อนชั้น11อาคารทาวเวอร์หักค่ะ,37,3,1,14,11,2024,100.5781,13.84199,90.06795582402778,0,35.0,21.0,100.0,41.0,1016.0,1006.0,หัวกดน้ำร้อนชั้น11อาคารทาวเวอร์หักค่ะ,0.7,ระดับความเร่งด่วน = LOW → ความเสี่ยงโดยพื้นฐานไม่สูงมาก | หมวดปัญหา unknown อยู่ในกลุ่มความเสี่ยงต่ำกว่า | แจ้งในช่วงกลางคืน/เช้ามืด (hour=1) → มีโอกาสจัดการได้ช้ากว่าช่วงกลางวัน | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า,low
KTD3XX,noise,พระโขนง,บางจาก,กรุงเทพมหานคร,mid,"ปัญหา: ผู้ร้องแจ้งว่า ข้างบ้านเปิดเพลงเสียงดังเล่นกีต้าร์ดื่มสุรา เริ่มตั้งแต่ 02.00 เสียงดังมาแล้ว 2 วัน รบกวนการพักผ่อน
ซอย: สุขุมวิท 93 พึ่งมี 50 แยก 15
จุดสังเกต: บ้านเลขที่ 23/165 ตรงมาตลอดพบสะพานข้ามคลองบ้านอยู่ทางขวามือ
เขต: พระโขนง
#1555",246,6,3,14,1,2024,100.62283,13.70077,28.791555815460676,1,35.0,23.0,94.0,28.0,1020.0,1008.0,ปัญหา: ผู้ร้องแจ้งว่า ข้างบ้านเปิดเพลงเสียงดังเล่นกีต้าร์ดื่มสุรา เริ่มตั้งแต่ 02.00 เสียงดังมาแล้ว 2 วัน รบกวนการพักผ่อน ซอย: สุขุมวิท 93 พึ่งมี 50 แยก 15 จุดสังเกต: บ้านเลขที่ 23/165 ตรงมาตลอดพบสะพานข้ามคลองบ้านอยู่ทางขวามือ เขต: พระโขนง #1555,2.2,"ระดับความเร่งด่วน = MID → มีโอกาส breach ปานกลาง | หมวดปัญหา noise เป็นหมวดเสี่ยงกลางๆ → เสี่ยงปานกลาง | แจ้งในช่วงกลางคืน/เช้ามืด (hour=3) → มีโอกาสจัดการได้ช้ากว่าช่วงกลางวัน | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น วัน , ุมว) | คำอธิบายยาว (length=246) → มีโอกาสเป็นเคสซับซ้อน",low
9MZTDR,road,บางแค,บางแคเหนือ,กรุงเทพมหานคร,high,"พบการก่อสร้างถนนทำให้มีฝุ่นละอองฟุ้งกระจายไปทั่ว และฝาท่อระบายน้ำเป็นลักษณะตะแกรงเหล็กไม่เรียบเสมอกันเวลารถวิ่งทำให้เกิดเสียง ดังรวมทั้งคนงานก่อสร้างมีการโบกรถเข้า-ออกช่วงเวลางานไม่เป็นระเบียบเรียบร้อยทำให้การสัญจรบริเวณดังกล่าวติดขัดเป็นอย่างมาก ที่หมู่บ้านเศรษฐกิจ ซอยเศรษฐกิจ 48-54 ถนนเพชรเกษม เขตบางแค
#1555 #citydata",322,1,9,15,10,2024,100.37794,13.71606,12.46195016349537,1,35.0,23.0,100.0,49.0,1014.0,1002.0,พบการก่อสร้างถนนทำให้มีฝุ่นละอองฟุ้งกระจายไปทั่ว และฝาท่อระบายน้ำเป็นลักษณะตะแกรงเหล็กไม่เรียบเสมอกันเวลารถวิ่งทำให้เกิดเสียง ดังรวมทั้งคนงานก่อสร้างมีการโบกรถเข้า-ออกช่วงเวลางานไม่เป็นระเบียบเรียบร้อยทำให้การสัญจรบริเวณดังกล่าวติดขัดเป็นอย่างมาก ที่หมู่บ้านเศรษฐกิจ ซอยเศรษฐกิจ 48-54 ถนนเพชรเกษม เขตบางแค #1555 #citydata,3.5,"ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา road เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | แจ้งช่วงเช้า (hour=9) ซึ่งเป็นช่วงงานล้นของหน่วยงาน → มีโอกาส delay เล็กน้อย | พบ pattern ตัวอักษรที่ model เรียนรู้ว่าเกี่ยวข้องกับ breach (เช่น เพช, ถนน) | คำอธิบายยาวมาก (length=322) → มักเป็นเคสซับซ้อน/ร้องเรียนหลายประเด็น → เสี่ยง breach สูง | ความชื้นสูงมาก (humidity_high=100.0) → สภาพอากาศอาจทำให้การปฏิบัติงานล่าช้า",high
2024-KMLW6Q,safety,บางนา,บางนาใต้,กรุงเทพมหานคร,high,รถเทรนเลอร์วิ่งในซอย และลานเทรนเลอร์ไม่มีความรับผิดชอบ ทั้งฝุ่นทั้งเสียง ก่อปัญหามากมาย เจ้าหน้าที่เขตเพิกเฉย ยื่นหนังสือร้องเรียนหลายครั้ง จนชาวชุมชนแทบจะออกมาหน้าบ้านไม่ได้เพราะฝุ่นเยอะ,187,1,23,23,4,2024,100.60078,13.67114,14.08306067712731,1,41.0,28.0,89.0,19.0,1012.0,1002.0,รถเทรนเลอร์วิ่งในซอย และลานเทรนเลอร์ไม่มีความรับผิดชอบ ทั้งฝุ่นทั้งเสียง ก่อปัญหามากมาย เจ้าหน้าที่เขตเพิกเฉย ยื่นหนังสือร้องเรียนหลายครั้ง จนชาวชุมชนแทบจะออกมาหน้าบ้านไม่ได้เพราะฝุ่นเยอะ,2.7,ระดับความเร่งด่วน = HIGH (ระบบกำหนด) → เสี่ยงต่อการ breach | หมวดปัญหา safety เป็นหมวดเสี่ยงสูง (เช่น น้ำท่วม/ความปลอดภัย) | แจ้งในช่วงกลางคืน/เช้ามืด (hour=23) + หมวด safety → อาจกระทบความปลอดภัยมาก | คำอธิบายยาว (length=187) → มีโอกาสเป็นเคสซับซ้อน,medium
